area_type,location,size,total_sqft,bath,balcony,age,price
Super built-up  Area,Begur Road,3,1500,2,3,5.13588336,47.25
Super built-up  Area,2nd Phase Judicial Layout,3,1350,2,2,5.13588336,47.25
Super built-up  Area,Old Madras Road,2,1157,2,2,5.13588336,47.32
Super built-up  Area,Old Madras Road,2,1157,2,2,5.138651815,47.32
Super built-up  Area,Bannerghatta Road,2,1246,2,2,5.138651815,47.35
Super built-up  Area,Hormavu,2,1263,2,1,5.138651815,47.36
Super built-up  Area,Raja Rajeshwari Nagar,2,1185,2,2,5.138796142,47.39
Super built-up  Area,Bannerghatta Road,2,1247,2,1,5.138796142,47.39
Super built-up  Area,Bellandur,2,1185,2,1,5.138796142,47.39
Super built-up  Area,Ramagondanahalli,2,1251,2,1,5.139113766,47.4
Carpet  Area,KR Puram,3,1005.03 - 1252.49,3,0,5.139113766,47.405
Super built-up  Area,Chikkalasandra,2,1090,2,1,5.139113766,47.42
Super built-up  Area,CV Raman Nagar,2,1070,2,2,5.140142495,47.5
Super built-up  Area,Hagadur,2,1086,2,1,5.140142495,47.5
Super built-up  Area,Banashankari Stage V,3,1510,3,3,5.140142495,47.57
Super built-up  Area,Banashankari Stage V,3,1510,3,3,5.140235063,47.57
Super built-up  Area,Uttarahalli,3,1360,2,2,5.140235063,47.59
Super built-up  Area,Uttarahalli,3,1360,2,2,5.140235063,47.59
Super built-up  Area,Uttarahalli,3,1360,2,2,5.142414685,47.59
Built-up  Area,Whitefield,2,1225,2,2,5.142414685,47.6
Super built-up  Area,Mysore Road,3,1360,3,0,5.142414685,47.6
Built-up  Area,Horamavu Agara,2,982,2,1,5.142555284,47.65
Super built-up  Area,Uttarahalli,2,1125,2,1,5.142555284,47.65
Super built-up  Area,Hosakerehalli,2,1085,2,1,5.142555284,47.74
Super built-up  Area,Kothannur,2,1197,2,1,5.143167064,47.8
Built-up  Area,Akash Nagar,2,967,2,1,5.143167064,47.8
Super built-up  Area,Old Madras Road,2,1065,2,1,5.143167064,47.86
Super built-up  Area,Kothannur,2,1197,2,1,5.145432924,47.88
Super built-up  Area,Yelenahalli,2,1260,2,2,5.145432924,47.88
Super built-up  Area,JP Nagar,2,1197,2,1,5.145432924,47.88
Super built-up  Area,CV Raman Nagar,2,1225,2,2,5.146227225,47.88
Super built-up  Area,Bisuvanahalli,3,1180,3,2,5.146227225,48
Super built-up  Area,Manayata Tech Park,2,1100,2,2,5.146227225,48
Plot  Area,Yelahanka,1,660,1,0,5.146489985,48
Super built-up  Area,Sarjapura - Attibele Road,3,1330,2,1,5.146489985,48
Built-up  Area,Yarandahalli,3,1350,2,3,5.146489985,48
Super built-up  Area,Nagasandra,2,980,2,1,5.146607319,48
Carpet  Area,Muneshwara Nagar,2,1230,2,3,5.146607319,48
Built-up  Area,Hosur Road,3,1175,2,2,5.146607319,48
Super built-up  Area,Mahadevpura,2,1225,2,2,5.146618085,48
Super built-up  Area,Narayana Nagar 1st Block,2,1202,2,1,5.146618085,48
Built-up  Area,New Gurappana Palya,2,1100,2,0,5.146618085,48
Super built-up  Area,Jigani,2,918,2,2,5.148301396,48
Built-up  Area,Sompura,3,1025,2,1,5.148301396,48
Built-up  Area,Kalkere,2,925,2,2,5.148301396,48
Super built-up  Area,Immadihalli,2,1180,2,2,5.149776773,48
Super built-up  Area,Banjara Layout,3,1294,2,2,5.149776773,48
Super built-up  Area,Sahakara Nagar,2,1219,2,2,5.149776773,48
Built-up  Area,Kereguddadahalli,3,1400,2,2,5.152322989,48
Super built-up  Area,Laggere,1,1200,1,1,5.152322989,48
Super built-up  Area,Chinnapanahalli,2,1225,2,2,5.152322989,48
Super built-up  Area,Kaggadasapura,2,1060,2,2,5.152463665,48
Super built-up  Area,Kengeri,3,1250,3,3,5.152463665,48
Super built-up  Area,Sarjapur,3,1525,2,2,5.152463665,48
Super built-up  Area,Harappanahalli,2,1311,2,2,5.153049571,48
Super built-up  Area,Hulimavu,2,1058,2,1,5.153049571,48
Super built-up  Area,Uttarahalli,2,1279,2,2,5.153049571,48
Built-up  Area,Hoodi,3,1350,2,3,5.153745232,48
Super built-up  Area,Kaggadasapura,2,1050,2,2,5.153745232,48
Super built-up  Area,KR Puram,2,1021,2,1,5.153745232,48
Super built-up  Area,Whitefield,2,1102,2,1,5.153942345,48
Super built-up  Area,Ardendale,2,1100,2,1,5.153942345,48
Super built-up  Area,Raja Rajeshwari Nagar,2,1419,2,2,5.153942345,48
Super built-up  Area,Yelahanka,2,915,2,2,5.154151403,48
Built-up  Area,Hebbal,2,1053,2,1,5.154151403,48
Super built-up  Area,Varanasi,2,1175,2,1,5.154151403,48
Super built-up  Area,Kaggalipura,2,950,2,1,5.154344783,48
Super built-up  Area,Chikkalasandra,2,1230,2,2,5.154344783,48
Super built-up  Area,Hennur,2,1231,2,2,5.154344783,48
Super built-up  Area,Green Glen Layout,2,1050,2,2,5.154517885,48
Super built-up  Area,Electronic City,3,1400,2,1,5.154517885,48
Built-up  Area,Somasundara Palya,2,1033,2,2,5.154517885,48
Built-up  Area,Subramanyapura,2,929,2,1,5.15505616,48
Super built-up  Area,Dodda Nekkundi,2,1100,2,2,5.15505616,48
Built-up  Area,Poorna Pragna Layout,2,965,2,2,5.15505616,48
Super built-up  Area,HSR Layout,2,1145,2,2,5.155812571,48
Built-up  Area,Kodichikkanahalli,2,1150,2,3,5.155812571,48
Super built-up  Area,Ramamurthy Nagar,2,1200,2,1,5.155812571,48
Super built-up  Area,Horamavu Banaswadi,2,1272,2,2,5.156588693,48
Super built-up  Area,S R Layout,2,1096,2,2,5.156588693,48
Plot  Area,Channasandra,2,3040,2,1,5.156588693,48
Super built-up  Area,Kodigehalli,2,1200,2,2,5.156863738,48
Built-up  Area,Thanisandra,2,1100,2,1,5.156863738,48
Plot  Area,Anandapura,2,900,2,0,5.156863738,48
Built-up  Area,Jaladarsini Layout,2,1000,2,2,5.157715794,48
Super built-up  Area,BTM 2nd Stage,2,1070,2,1,5.157715794,48
Built-up  Area,Vijayabank bank layout,2,1100,2,1,5.157715794,48
Super built-up  Area,Varthur,2,1090,2,2,5.158354668,48
Super built-up  Area,Kalyan nagar,2,1280,2,1,5.158354668,48
Super built-up  Area,Uttarahalli,2,1123,2,1,5.158354668,48
Plot  Area,Jalahalli East,4,720,4,2,5.158749774,48
Built-up  Area,Bannerghatta Road,2,1015,2,0,5.158749774,48
Built-up  Area,Lal Bahadur Shastri Nagar,2,856,2,1,5.158749774,48
Built-up  Area,Shantiniketan Layout,2,925,2,2,5.159300978,48
Super built-up  Area,Bannerghatta Road,2,1136,2,1,5.159300978,48
Super built-up  Area,Marathahalli,2,1060,2,1,5.159300978,48
Super built-up  Area,Brookefield,2,941,2,2,5.160574116,48
Super built-up  Area,Silk Board,2,1020,2,3,5.160574116,48
Plot  Area,Gangondanahalli,3,396,2,0,5.160574116,48
Built-up  Area,Chickpet,2,122Sq. Yards,2,0,5.162645346,48
Plot  Area,Hegganahalli,1,1200,1,0,5.162645346,48
Built-up  Area,Amruthnagar,2,1150,2,1,5.162645346,48
Super built-up  Area,Kaggadasapura,2,1225,2,2,5.162849624,48
Super built-up  Area,5th Phase JP Nagar,2,1000,2,0,5.162849624,48
Built-up  Area,Chennappa Layout,3,1280,2,1,5.162849624,48
Super built-up  Area,OMBR Layout,2,1050,2,3,5.163521343,48
Super built-up  Area,Uttarahalli,2,1125,2,1,5.163521343,48
Plot  Area,tc.palya,2,880,2,1,5.163521343,48
Super built-up  Area,Raja Rajeshwari Nagar,2,1060,2,1,5.164251654,48
Super built-up  Area,Raja Rajeshwari Nagar,3,1400,2,2,5.164251654,48
Super built-up  Area,Bellandur,2,1088,2,2,5.164251654,48
Super built-up  Area,Hebbal,2,1244,3,,5.165545017,48
Super built-up  Area,Doddaballapur,3,1100Sq. Meter,2,1,5.165545017,48
Super built-up  Area,Hosur Road,2,1170,2,1,5.165545017,48
Built-up  Area,Laggere,1,620,2,0,5.165921529,48
Built-up  Area,Kaggadasapura,2,1225,2,2,5.165921529,48
Built-up  Area,Hoodi,2,1000,2,2,5.165921529,48
Super built-up  Area,Murugeshpalya,2,1225,2,2,5.16664844,48
Super built-up  Area,Hennur,2,960,2,1,5.16664844,48
Super built-up  Area,Bandepalya,2,1125,2,1,5.16664844,48
Super built-up  Area,Hennur,2,1020,2,1,5.166734555,48
Super built-up  Area,Kambipura,3,1083,2,1,5.166734555,48
Super built-up  Area,Devanahalli,2,1045,2,2,5.166734555,48
Plot  Area,Koppa,3,720,3,1,5.16799482,48
Super built-up  Area,Bisuvanahalli,3,1075,2,1,5.16799482,48
Super built-up  Area,Green View Layout,2,1108,2,1,5.16799482,48
Plot  Area,Ramamurthy Nagar,1,1Grounds,1,1,5.16810508,48
Super built-up  Area,Uttarahalli,2,1213,2,2,5.16810508,48
Super built-up  Area,Hebbal,2,1200,2,2,5.16810508,48
Super built-up  Area,Electronics City Phase 1,2,940,2,1,5.169125316,48
Super built-up  Area,Electronic City,2,1070,2,1,5.169125316,48
Super built-up  Area,Jeevan bima nagar,2,1225,2,2,5.169125316,48
Built-up  Area,Gollahalli,2,1050,2,1,5.17016265,48
Plot  Area,PC Palaya,2,900,2,1,5.17016265,48
Super built-up  Area,Akshaya Nagar,2,1100,2,2,5.17016265,48
Built-up  Area,Hegganahalli,1,1200,1,0,5.172956406,48
Super built-up  Area,5th Block Hbr Layout,2,1100,2,2,5.172956406,48
Super built-up  Area,Kalena Agrahara,2,1222,2,3,5.172956406,48
Built-up  Area,Coconut Grove Layout,2,1007,2,2,5.174346635,48
Super built-up  Area,Uttarahalli,2,1125,2,1,5.174346635,48
Built-up  Area,Bannerghatta Road,2,1250,2,0,5.174346635,48
Built-up  Area,Jigani,2,943,2,2,5.174373335,48
Plot  Area,Moodalapalya,1,410,1,1,5.174373335,48
Super built-up  Area,R.T. Nagar,2,1080,2,1,5.174373335,48
Built-up  Area,Doddakannelli,2,1025,2,1,5.17468109,48
Built-up  Area,Bellandur,2,960,2,2,5.17468109,48
Super built-up  Area,Ayappa Nagar,2,1190,2,1,5.17468109,48
Built-up  Area,Pai Layout,2,1068,2,3,5.175115447,48
Super built-up  Area,Electronic City,2,995,2,1,5.175115447,48
Super built-up  Area,Magadi Road,2,884,2,1,5.175115447,48
Super built-up  Area,8th Phase JP Nagar,2,1046,2,1,5.176103252,48
Built-up  Area,Whitefield,3,1650,3,2,5.176103252,48
Super built-up  Area,Electronic City,2,1070,2,1,5.176103252,48
Super built-up  Area,CV Raman Nagar,2,1225,2,2,5.17624248,48
Super built-up  Area,Virupakshapura,2,1162,2,1,5.17624248,48
Super built-up  Area,Yelahanka New Town,3,1000,2,1,5.17624248,48
Super built-up  Area,Whitefield,1,613,1,1,5.17708872,48
Super built-up  Area,Annaiah Reddy Layout,2,1075,2,2,5.17708872,48
Super built-up  Area,Banashankari,3,1372,2,2,5.17708872,48.02
Super built-up  Area,kanakapura road,3,1375,2,3,5.17990656,48.06
Super built-up  Area,Marathahalli,2,881,2,1,5.17990656,48.06
Super built-up  Area,Raja Rajeshwari Nagar,2,1419,2,2,5.17990656,48.1
Super built-up  Area,Raja Rajeshwari Nagar,2,1419,2,2,5.18024357,48.1
Super built-up  Area,Yelahanka,2,1120 - 1145,2,0,5.18024357,48.13
Super built-up  Area,Thanisandra,1,620 - 933,,,5.18024357,48.145
Super built-up  Area,Kothannur,2,1206,2,1,5.180664125,48.23
Super built-up  Area,Hoodi,1,706,1,1,5.180664125,48.24
Super built-up  Area,Raghavendra Nagar,2,1175,2,2,5.180664125,48.27
Super built-up  Area,Akshya Nagar,2,1175,2,2,5.18067847,48.27
Super built-up  Area,Kundalahalli,2,1010,2,1,5.18067847,48.27
Built-up  Area,Channasandra,3,1340,2,2,5.18067847,48.33
Super built-up  Area,Electronic City Phase II,3,1611,2,2,5.181975721,48.33
Super built-up  Area,AGS Layout,2,1075,2,1,5.181975721,48.38
Super built-up  Area,Doddanekundi,2,1128,2,2,5.181975721,48.4
Super built-up  Area,Yelahanka,2,1274,2,2,5.182681463,48.42
Super built-up  Area,NGR Layout,2,1020,2,1,5.182681463,48.45
Super built-up  Area,NGR Layout,2,1020,2,2,5.182681463,48.45
Super built-up  Area,NGR Layout,2,1020,2,1,5.182693359,48.45
Super built-up  Area,NGR Layout,2,1020,2,2,5.182693359,48.45
Super built-up  Area,Ramanjaneyanagar,3,1385,2,2,5.182693359,48.48
Super built-up  Area,Uttarahalli,3,1385,2,2,5.182872692,48.48
Super built-up  Area,Uttarahalli,3,1385,2,2,5.182872692,48.48
Super built-up  Area,Uttarahalli,3,1385,2,2,5.182872692,48.48
Super built-up  Area,Whitefield,2,1040,2,1,5.184382513,48.5
Super built-up  Area,Gottigere,2,1153,2,1,5.184382513,48.5
Super built-up  Area,Hosa Road,2,1243,2,2,5.184382513,48.5
Super built-up  Area,Kumaraswami Layout,2,1000,2,1,5.184548388,48.5
Built-up  Area,Rayasandra,3,1199,2,1,5.184548388,48.5
Super built-up  Area,Garudachar Palya,2,1060,2,1,5.184548388,48.5
Super built-up  Area,LB Shastri Nagar,2,1250,2,2,5.184775392,48.5
Super built-up  Area,Doddakammanahalli,3,1119,2,1,5.184775392,48.5
Super built-up  Area,Sarjapur  Road,2,1150,2,1,5.184775392,48.5
Super built-up  Area,Bannerghatta Road,3,1427,2,2,5.184810712,48.51
Super built-up  Area,Banashankari Stage V,3,1540,3,2,5.184810712,48.51
Super built-up  Area,Thigalarapalya,2,1000,2,2,5.184810712,48.53
Built-up  Area,Ramamurthy Nagar Extension,3,1350,3,2,5.185297664,48.6
Super built-up  Area,Duvasapalya,2,1190,2,1,5.185297664,48.6
Super built-up  Area,Kothannur,3,1215,2,3,5.185297664,48.6
Super built-up  Area,Garudachar Palya,2,1060,2,1,5.185346416,48.66
Super built-up  Area,Yelahanka,3,1282,2,2,5.185346416,48.7
Super built-up  Area,Garudachar Palya,2,1060,2,1,5.185346416,48.7
Super built-up  Area,Raja Rajeshwari Nagar,2,1140,2,1,5.185436372,48.7
Super built-up  Area,Yelahanka,3,1282,2,1,5.185436372,48.72
Super built-up  Area,T C Palya main Road,2,1175,2,1,5.185436372,48.72
Super built-up  Area,Yelahanka,3,1282,2,1,5.185726845,48.72
Super built-up  Area,Electronic City Phase II,3,1625,2,2,5.185726845,48.75
Super built-up  Area,Hosa Road,2,1161,2,1,5.185726845,48.75
Super built-up  Area,Whitefield,2,1116,2,3,5.186637721,48.76
Super built-up  Area,Ramagondanahalli,2,1151,2,2,5.186637721,48.77
Super built-up  Area,Raja Rajeshwari Nagar,2,1128,2,1,5.186637721,48.79
Super built-up  Area,Bellari Road,2,1220,2,2,5.186801232,48.79
Super built-up  Area,Raja Rajeshwari Nagar,2,1128,2,1,5.186801232,48.79
Super built-up  Area,Yelahanka,2,1040,2,1,5.186801232,48.86
Super built-up  Area,Sarjapur  Road,3,1405,3,2,5.187860246,48.87
Super built-up  Area,6th Phase JP Nagar,3,1250,3,3,5.187860246,48.9
Super built-up  Area,Tumkur Road,2,1076 - 1199,2,0,5.187860246,48.905
Super built-up  Area,Mysore Road,2,1020,2,1,5.188491937,48.95
Super built-up  Area,GM Palaya,2,1140,2,2,5.188491937,48.95
Super built-up  Area,Mysore Road,2,1020,2,2,5.188491937,48.95
Super built-up  Area,8th Phase JP Nagar,3,1224,2,2,5.188699501,48.95
Super built-up  Area,Chikkalasandra,2,1208,2,1,5.188699501,49
Super built-up  Area,Magadi Road,3,1282,2,2,5.188699501,49
Built-up  Area,Kundalahalli,2,1030,2,2,5.189911336,49
Super built-up  Area,Harlur,2,1033,2,2,5.189911336,49
Super built-up  Area,Hosakerehalli,3,1590,3,3,5.189911336,49
Built-up  Area,Uttarahalli,2,1150,2,1,5.190195988,49
Super built-up  Area,JP Nagar,2,940,2,1,5.190195988,49
Super built-up  Area,Kundalahalli,2,1291,2,3,5.190195988,49
Super built-up  Area,Hennur Road,2,987,2,1,5.191222752,49
Super built-up  Area,Banashankari Stage V,3,1305,2,2,5.191222752,49
Built-up  Area,CV Raman Nagar,2,1028,2,1,5.191222752,49
Built-up  Area,Kengeri,3,1082,2,1,5.191940878,49
Super built-up  Area,Akshaya Vana,3,1300,2,1,5.191940878,49
Super built-up  Area,Hennur Road,2,1350,2,3,5.191940878,49
Built-up  Area,Nagarbhavi,2,956,2,1,5.193468669,49
Super built-up  Area,HAL 3rd Stage,2,1200,2,2,5.193468669,49
Super built-up  Area,Bommasandra,2,902,2,2,5.193468669,49
Built-up  Area,Hebbal,2,919,2,1,5.193719807,49
Super built-up  Area,Divya Unnathi Layout,2,1141,2,2,5.193719807,49
Super built-up  Area,Avalahalli,1,833,1,1,5.193719807,49
Built-up  Area,Kaval Byrasandra,2,1185,2,1,5.195096532,49
Super built-up  Area,Hongasandra,2,1150,2,2,5.195096532,49
Super built-up  Area,Vittal Nagar,2,1100,2,2,5.195096532,49
Super built-up  Area,Sarjapur  Road,2,985,2,1,5.195406378,49
Super built-up  Area,HBR Layout,2,1004,2,1,5.195406378,49
Built-up  Area,Electronics City Phase 1,2,940,2,2,5.195406378,49
Super built-up  Area,Peenya,2,966,2,1,5.195548818,49
Super built-up  Area,Hosur Road,2,1179,2,1,5.195548818,49
Built-up  Area,Jigani,2,918,2,1,5.195548818,49
Super built-up  Area,Jigani,2,914,2,2,5.196810645,49
Super built-up  Area,Electronic City,2,1025,2,1,5.196810645,49
Super built-up  Area,Hebbal,2,1200,2,1,5.196810645,49
Super built-up  Area,Raja Rajeshwari Nagar,2,1151,2,1,5.197156478,49
Super built-up  Area,Chikkalasandra,3,1365,2,2,5.197156478,49
Super built-up  Area,Akshaya Vana,3,1280,2,2,5.197156478,49
Plot  Area,Margondanahalli,2,900,2,0,5.198650574,49
Super built-up  Area,Hennur,2,1160,2,1,5.198650574,49
Super built-up  Area,Sarjapur  Road,2,1035,2,2,5.198650574,49
Built-up  Area,Jakkur,3,1220,2,2,5.201388085,49
Super built-up  Area,B Narayanapura,2,1020,2,1,5.201388085,49
Super built-up  Area,Sahakara Nagar,2,1175,2,3,5.201388085,49
Super built-up  Area,Banashankari,2,1200,2,3,5.20196372,49
Super built-up  Area,Brookefield,2,1089,2,1,5.20196372,49
Built-up  Area,Kogilu,2,952,2,2,5.20196372,49
Super built-up  Area,Banashankari Stage V,3,1315,2,2,5.202471496,49
Super built-up  Area,Gollarapalya Hosahalli,2,996,2,2,5.202471496,49
Built-up  Area,Kengeri,2,883,2,0,5.202471496,49
Super built-up  Area,Kengeri Satellite Town,2,1120,2,2,5.203791107,49
Super built-up  Area,Akshaya Vana,3,1260,2,1,5.203791107,49
Super built-up  Area,Nyanappana Halli,2,1140,2,2,5.203791107,49
Built-up  Area,Sarjapura - Attibele Road,3,1330,2,1,5.205089397,49
Super built-up  Area,Subramanyapura,2,929,2,2,5.205089397,49
Super built-up  Area,Doddanakundi Industrial Area 2,2,1092,2,1,5.205089397,49
Super built-up  Area,Sultan Palaya,2,1070,2,2,5.205508259,49
Super built-up  Area,Kambipura,2,883,2,1,5.205508259,49
Super built-up  Area,Doddaballapur,1,654,1,1,5.205508259,49
Super built-up  Area,Nagarbhavi,2,1080,2,1,5.205708623,49
Super built-up  Area,Dasarahalli,2,1160,2,2,5.205708623,49
Super built-up  Area,Battarahalli,2,1097,2,1,5.205708623,49
Super built-up  Area,Kambipura,2,883,2,1,5.205825325,49
Super built-up  Area,KR Puram,2,1290,2,1,5.205825325,49.02
Super built-up  Area,Vijayanagar,2,1046,2,0,5.205825325,49.06
Super built-up  Area,Raja Rajeshwari Nagar,2,1133,2,1,5.205952386,49.07
Super built-up  Area,Gunjur,2,1140,2,2,5.205952386,49.11
Super built-up  Area,Varthur Road,2,1140,2,2,5.205952386,49.11
Super built-up  Area,Sarjapur  Road,2,1035,2,2,5.206021932,49.2
Super built-up  Area,Kundalahalli,2,1010,2,1,5.206021932,49.27
Super built-up  Area,Raja Rajeshwari Nagar,2,1140,2,1,5.206021932,49.27
Super built-up  Area,B Narayanapura,2,1060,2,1,5.206138943,49.27
Super built-up  Area,Ramagondanahalli,2,1235,2,1,5.206138943,49.3
Super built-up  Area,Begur Road,3,1565,2,2,5.206138943,49.3
Super built-up  Area,Begur Road,3,1410,2,3,5.207370214,49.34
Super built-up  Area,Hegde Nagar,2,1179,2,2,5.207370214,49.35
Super built-up  Area,Hormavu,2,1030,2,1,5.207370214,49.35
Super built-up  Area,Bommasandra,3,1260,3,1,5.207715005,49.36
Super built-up  Area,Bommasandra,3,1260,3,1,5.207715005,49.36
Super built-up  Area,Raja Rajeshwari Nagar,2,1140,2,1,5.207715005,49.39
Super built-up  Area,Hoodi,2,1111,2,1,5.208154039,49.43
Super built-up  Area,Yeshwanthpur,2,704 - 730,2,0,5.208154039,49.475
Super built-up  Area,Talaghattapura,2,1100,2,1,5.208154039,49.49
Super built-up  Area,Bannerghatta Road,2,1160 - 1315,2,0,5.208296792,49.49
Super built-up  Area,"Kirloskar layout, Basaveshwarnagar",2,1200,2,1,5.208296792,49.5
Super built-up  Area,Harlur,2,1200,2,1,5.208296792,49.5
Super built-up  Area,Kaval Byrasandra,2,1200,2,1,5.209923093,49.5
Super built-up  Area,Whitefield,2,1260,2,2,5.209923093,49.5
Super built-up  Area,Munnekollal,2,1200,2,2,5.209923093,49.5
Built-up  Area,Motappa Layout,2,1156,2,2,5.212406679,49.5
Super built-up  Area,Hennur Road,2,901,2,1,5.212406679,49.5
Super built-up  Area,Sarjapur  Road,2,1145,2,2,5.212406679,49.5
Super built-up  Area,Horamavu Banaswadi,2,1225,2,2,5.212987002,49.5
Super built-up  Area,Jalahalli,2,790,2,1,5.212987002,49.5
Super built-up  Area,Sarjapur  Road,2,1145,2,2,5.212987002,49.5
Super built-up  Area,Gubbalala,2,1100,2,2,5.213993838,49.5
Built-up  Area,Sri Venkateshpura Layout,2,1050,2,1,5.213993838,49.5
Super built-up  Area,Ramanashree Enclave,2,1275,2,2,5.213993838,49.5
Super built-up  Area,Shivaji Nagar,2,703,2,1,5.214913663,49.5
Super built-up  Area,Jigani,2,943,2,2,5.214913663,49.5
Super built-up  Area,LB Shastri Nagar,2,1000,2,1,5.214913663,49.5
Super built-up  Area,Electronic City Phase II,3,1651,3,1,5.21502633,49.53
Built-up  Area,Whitefield,3,1550,2,2,5.21502633,49.6
Super built-up  Area,Judicial Layout,2,1165,2,1,5.21502633,49.61
Super built-up  Area,Mysore Road,2,1070,2,1,5.215220595,49.65
Super built-up  Area,NGR Layout,2,1105,2,2,5.215220595,49.73
Super built-up  Area,Pragathi Nagar,2,1280,2,1,5.215220595,49.75
Super built-up  Area,Virat Nagar,3,1215,2,2,5.21606795,49.75
Super built-up  Area,Electronics City Phase 1,2,995,2,1,5.21606795,49.8
Super built-up  Area,New Thippasandra,2,1116,2,1,5.21606795,49.8
Super built-up  Area,Kudlu Gate,3,1465,2,2,5.216626584,49.81
Super built-up  Area,Electronic City Phase II,3,925,2,1,5.216626584,49.82
Super built-up  Area,Marathahalli,2,1019,2,2,5.216626584,49.85
Super built-up  Area,Silk Board,2,1215,2,2,5.217987014,49.85
Super built-up  Area,Marathahalli,2,1019,2,2,5.217987014,49.86
Super built-up  Area,Marathahalli,2,1019,2,2,5.217987014,49.86
Super built-up  Area,Roopena Agrahara,3,1215,2,2,5.218562664,49.86
Super built-up  Area,Jakkur,2,1050,2,1,5.218562664,49.87
Super built-up  Area,Devanahalli,1,1020,2,1,5.218562664,49.87
Super built-up  Area,Banashankari,3,1425,3,3,5.219048628,49.88
Super built-up  Area,Kanakpura Road,3,1425,2,2,5.219048628,49.88
Super built-up  Area,Peenya,2,966,2,2,5.219048628,49.9
Built-up  Area,JP Nagar,3,1150,2,2,5.219917755,49.9
Built-up  Area,Hennur Road,2,1297,2,1,5.219917755,49.9
